Group,Total_time_s,Pct_area1,Pct_area2,Pct_middle
enriched,3443.341550000012,55.221297120519566,39.35007997972657,5.42862289975386
simplified,2495.6596097000242,65.50387576679744,28.44891058222024,6.047213650982324
MEAN_ALL,2969.500579850018,60.3625864436585,33.899495280973404,5.7379182753680915
MEAN_ENRICHED,3443.341550000012,55.221297120519566,39.35007997972657,5.42862289975386
MEAN_SIMPLIFIED,2495.6596097000242,65.50387576679744,28.44891058222024,6.047213650982324
