Participant,Total_time_s,Pct_area1,Pct_area2,Pct_middle
P1,1130.0584092999995,50.07776653335501,44.73553993665915,5.186693529985839
P2,1247.8152399000078,63.91323684778901,30.038113505499357,6.048649646711633
P3,1360.4568781000078,60.78437412546752,33.140420829050335,6.075205045482141
P4,1247.7839251000137,67.09772772019323,26.856201723643817,6.046070556162953
P5,12503.512149200007,11.139695742118986,87.73051600627201,1.1297882516089903
MOYENNE_ALL,3497.9253203200074,50.602560193784754,44.50015840022493,4.897281405990311
MOYENNE_P1_P3_P5,4998.009145533338,40.667278800313845,55.202158923993835,4.130562275692324
MOYENNE_P2_P4,1247.7995825000107,65.50548228399111,28.447157614571587,6.0473601014372935
