Group,Shapiro_stat,Shapiro_p,Mean,SD,Test_to_use
First_minute_NbFix,0.9636035925873996,0.8328268194497546,181.8,7.661592523751182,t-test
Last_minute_NbFix,0.9308546268550899,0.6022100674668054,116.2,26.733873643750172,t-test
First_minute_MeanDur,0.9552143257392721,0.7743288170821729,265.91479161766216,22.84391181471586,t-test
Last_minute_MeanDur,0.9911770609560534,0.9836498325788626,309.67954343840773,62.75061250899555,t-test
