Group,Shapiro_stat,Shapiro_p,Mean,SD,Test_to_use
First_minute_MeanSpeed,0.921825221710556,0.5417823301365068,993.9460469804105,118.3560216556971,t-test
Last_minute_MeanSpeed,0.8520740410481302,0.2011636738791419,1131.8265877841727,175.18551631254786,t-test
