Group,Shapiro_stat,Shapiro_p,Mean,SD,Test_to_use
First_minute,0.9636035925873996,0.8328268194497546,180.8,7.661592523751182,t-test
Last_minute,0.9308546268550899,0.6022100674668054,115.2,26.733873643750172,t-test
