Participant,Window,Start,Total_time_s,Pct_area1,Pct_area2,Pct_middle
P1,window_1,0,59.80888480000198,33.04053965565317,62.914583052044605,4.044877292302227
P1,window_2,60,60.20874070000649,48.007700317141605,48.62507529574057,3.3672243871178282
P1,window_3,120,59.9938804999888,16.373723316606196,74.89953529515341,8.726741388240395
P1,window_4,180,59.99275490000844,77.43895588299598,20.038563189860465,2.5224809271435573
P1,window_5,240,59.99202069999278,97.98824279308621,2.011757206913789,0.0
P1,window_6,300,60.026378100007776,54.40318328988852,44.5849768836662,1.0118398264452833
P1,window_7,360,59.98966009999812,14.446188369055506,76.37609435293624,9.177717278008252
P1,window_8,420,59.996134900003675,84.04295524043748,11.677713925560804,4.279330834001717
P1,window_9,480,59.9943233999908,45.10568511554936,52.82281639998407,2.0714984844665687
P1,window_10,540,60.02342210000754,52.49824801306341,36.582527506381375,10.91922448055522
P1,window_11,600,59.996193700000646,73.61427130002004,24.729079771567996,1.656648928411962
P1,window_12,660,59.99023680000007,38.743727545978885,53.92718803204398,7.329084421977132
P1,window_13,720,59.99466809999943,98.79018498979825,1.0560040084720688,0.153811001729685
P1,window_14,780,59.993457900002596,8.258170762968685,87.3604096755926,4.381419561438708
P1,window_15,840,60.02585489998758,19.06977554762489,78.26378979239873,2.6664346599763906
P1,window_16,900,59.99239020000398,12.634759633128889,69.35609543360404,18.009144933267073
P1,window_17,960,59.992919799998404,82.17968197639365,11.575512449060657,6.244805574545694
P1,window_18,1020,56.458114500001074,70.79303223985823,28.401516136332717,0.8054516238090491
P1,window_19,1080,53.61859149999916,22.25024355590042,66.14449859241465,11.605257851684932
P2,window_66,3900,14.471276600003243,31.11895463321719,66.9722116982769,1.9088336685059217
P2,window_67,3960,60.022180000007154,78.96829205467189,18.217070589604006,2.81463735572411
P2,window_68,4020,58.18261189998686,99.3174342178616,0.16159020182547068,0.5209755803129242
P2,window_69,4080,61.80473970000446,99.90304141674588,0.0,0.09695858325411805
P2,window_70,4140,59.994100600004195,99.7512250396082,0.0,0.24877496039180205
P2,window_71,4200,59.992657000005245,98.88265075509885,0.1618873123061087,0.9554619325950403
P2,window_72,4260,60.02681209999323,2.8134849093363323,95.82637722650635,1.3601378641573152
P2,window_73,4320,59.99130149999261,40.43045807238255,43.166647417957904,16.402894509659546
P2,window_74,4380,59.904495000004765,91.83548913982347,5.333607436307993,2.8309034238685413
P2,window_75,4440,59.53815829999745,97.63583651197149,0.8227580664083008,1.5414054216202067
P2,window_76,4500,60.54162240000069,41.371167482988696,53.54063455026287,5.088197966748432
P2,window_77,4560,60.02038350000978,24.827887845783042,59.792140281876115,15.379971872340839
P2,window_78,4620,59.993305500000716,68.7298863704459,24.76167611735398,6.508437512200121
P2,window_79,4680,59.99507139998674,61.03140782325264,37.01445082372071,1.9541413530266518
P2,window_80,4740,59.99291490000486,29.052438657237666,53.57569865296496,17.371862689797375
P2,window_81,4800,60.022687000006435,82.56592728012807,13.683295118095979,3.750777601775957
P2,window_82,4860,59.9957566999942,69.23006606565912,27.39781161889636,3.3721223154445275
P2,window_83,4920,59.99382360000909,28.14190742798504,52.815200296804974,19.04289227520999
P2,window_84,4980,59.99036179998517,84.11394995124404,12.735426776496425,3.1506232722595313
P2,window_85,5040,59.999389100000265,38.342555724427164,51.25149182568399,10.405952449888842
P2,window_86,5100,60.021975500002505,61.21431408068246,37.038945011073146,1.7467409082443908
P2,window_87,5160,33.34983780001104,43.24017581874395,37.38041418604904,19.37940999520702
P3,window_186,11100,16.946943000003696,39.077480227626296,60.56183997306509,0.36067979930861666
P3,window_187,11160,60.02392050001025,90.54437588761535,7.54577418850272,1.90984992388194
P3,window_188,11220,59.9936032999903,97.4849278639573,1.4581761252510879,1.0568960107916225
P3,window_189,11280,59.993845899999144,15.259143104905512,83.98333686417686,0.7575200309176277
P3,window_190,11340,59.9930476000011,23.762756136424418,66.84576797523752,9.391475888338068
P3,window_191,11400,59.99384010000527,89.27979824376249,8.346549065169937,2.3736526910675853
P3,window_192,11460,60.02412989999354,91.15296213564545,7.7944561758640205,1.0525816884905272
P3,window_193,11520,59.99354180000722,59.21443964491429,35.94857338461233,4.836986970473373
P3,window_194,11580,59.99244730000198,39.381172402993734,56.795291796693725,3.823535800312546
P3,window_195,11640,59.994831699997185,62.351858551845325,26.717640746411107,10.930500701743568
P3,window_196,11700,60.0238261000067,98.99639020178834,0.9508465839130797,0.052763214298575514
P3,window_197,11760,59.993754699990156,86.11158937849977,9.409844288325656,4.478566333174572
P3,window_198,11820,59.993802000001075,38.461572413755675,51.51484698370692,10.023580602537406
P3,window_199,11880,59.99368310000003,25.378927435722726,60.20816964982808,14.412902914449193
P3,window_200,11940,59.99344439999759,95.16944054641758,1.0079116244366035,3.822647829145824
P3,window_201,12000,60.024025100007655,95.21982090468771,0.0,4.7801790953122865
P3,window_202,12060,59.993598800003525,38.428361460472765,55.87957477224882,5.692063767278416
P3,window_203,12120,59.99357239998877,39.071468596251776,49.58972954909701,11.338801854651217
P3,window_204,12180,59.99410940000415,25.607150024677612,66.08278612099278,8.310063854329607
P3,window_205,12240,59.993215200006965,95.97109891185417,1.5108120093138167,2.5180890788320087
P3,window_206,12300,60.02411739999056,92.50258763487275,5.3846519366157315,2.1127604285115167
P3,window_207,12360,59.99250230000913,26.541025444112297,67.51593440366187,5.943040152225824
P3,window_208,12420,59.9945230999887,30.92389895164692,46.37599061105335,22.700110437299724
P3,window_209,12480,23.528769100010393,26.257643456438128,60.12718786905591,13.615168674505965
P4,window_592,35460,20.298126000002025,58.97096116163041,37.76306492537006,3.2659739129995273
P4,window_593,35520,59.9974280000031,97.68430190040415,1.510937102184833,0.8047609974110096
P4,window_594,35580,59.99282729999721,99.64239258315276,0.0,0.3576074168472376
P4,window_595,35640,60.02026940000057,86.96150104250948,12.4856180668912,0.5528808905993158
P4,window_596,35700,59.994118699997664,47.46265703543992,49.91091268414316,2.6264302804169195
P4,window_597,35760,59.99414250001311,28.25400679735719,61.374472682923226,10.371520519719585
P4,window_598,35820,59.99313899999857,75.65101135984305,16.24986783901443,8.09912080114251
P4,window_599,35880,59.99577279999852,99.64667977407655,0.2505356510734518,0.10278457485000429
P4,window_600,35940,60.021721299991015,75.93805711131465,22.129553622101167,1.932389266584183
P4,window_601,36000,54.88813979999721,17.27424746863769,82.50686480725429,0.21888772410802837
P4,window_602,36060,65.09970900000631,34.47833215349855,41.66362202943483,23.858045817066614
P4,window_603,36120,59.99668279999494,67.93056065427625,16.79184569851692,15.277593647206833
P4,window_604,36180,59.80808210000396,98.59367301128322,0.8578323898548124,0.5484945988619699
P4,window_605,36240,60.20397760000825,43.97143005375428,46.26048495507745,9.768084991168267
P4,window_606,36300,59.9964564999938,22.960534677534316,58.20903306188595,18.830432260579734
P4,window_607,36360,59.964744299992915,96.42957787114827,3.269724106855664,0.30069802199606743
P4,window_608,36420,60.02473630000651,96.39745855905868,0.3393309368103734,3.2632105041309503
P4,window_609,36480,59.992233600005505,60.14923121651426,33.12251187785543,6.7282569056303085
P4,window_610,36540,60.025168999999764,73.17654682490642,24.552660568116092,2.270792606977478
P4,window_611,36600,59.98859749999642,95.81875355562414,0.0,4.181246444375861
P4,window_612,36660,59.99649580000341,47.67912261973789,43.706938464311,8.613938915951111
P4,window_613,36720,27.521578500002622,17.551096496981472,73.97437505254926,8.474528450469261
P5,window_655,39240,39.089605399996046,60.8351697507014,31.365083823571066,7.799746425727538
P5,window_656,39300,59.99374439999461,95.06870402970124,4.529671763587896,0.40162420671087096
P5,window_657,39360,59.993717299997805,95.52193109391243,1.9091112395771124,2.5689576665104648
P5,window_658,39420,60.023473200008276,100.0,0.0,0.0
P5,window_659,39480,59.99443279999495,22.41589439614718,75.91760680836288,1.6664987954899437
P5,window_660,39540,59.99356190000474,0.1441086297603857,99.85589137023962,0.0
P5,window_661,39600,59.99345439998805,7.707628017504022,88.71338420543196,3.5789877770640097
P5,window_662,39660,59.994125100001696,59.576755958151736,25.969952681163505,14.453291360684753
P5,window_663,39720,60.02282160000503,98.7924634652393,0.3460750335783893,0.861461501182323
P5,window_664,39780,59.994822999998924,24.02026071483046,75.42517676899554,0.5545625161740014
P5,window_665,39840,59.99355279999971,29.848397476510492,62.0854021167905,8.066200406699009
P5,window_666,39900,59.99398319999874,41.53136309846009,49.34035718432802,9.128279717211885
P5,window_667,39960,59.993783299997446,64.60062054460087,28.10405840841878,7.295321046980355
P5,window_668,40020,60.02386370000243,69.61228738763138,27.323917004081252,3.0637956082873705
P5,window_669,40080,59.99361390000582,53.942927582185746,40.52635375578373,5.530718662030521
P5,window_670,40140,59.99437430000305,36.044497925562354,51.104664825226195,12.850837249211452
P5,window_671,40200,13.678897900000214,40.189349611236224,55.39021239427385,4.420437994489926
