Measure,T_statistic,P_value,Mean_first_minute,Mean_last_minute
Nb_Fixations,11.295323239592681,0.0003501043267355402,181.8,87.0
Mean_Duration_ms,-5.127930786754158,0.006848328727099532,265.91479161766216,394.2374218392304
