Measure,Shapiro_stat_simplified,Shapiro_p_simplified,Shapiro_stat_enriched,Shapiro_p_enriched,Test_to_use,Mean_simplified,Mean_enriched
Nb_Saccades,0.2791512536864367,4.0049525425685557e-56,0.5225824599925751,5.068441063144765e-32,wilcoxon,5.475918367346939,31.213429256594726
