Participant,Timestamp,X,Y
P2,71432747.4603,1310.59276865311,827.848849434522
P2,71432778.0745,1311.46059340488,819.291879086146
P2,71432808.3963,1293.94745355105,801.244927112117
P2,71432838.8788,1279.24369224565,810.276032516512
P2,71432868.9646,1279.95263685783,804.506877954913
P2,71432899.0196,1273.02926846841,801.829843624468
P2,71432929.6104,1277.3592833041,804.481638172263
P2,71432959.5635,1290.58073862386,807.674929740071
P2,71432990.1203,1301.25814063072,824.171061726237
P2,71433019.895,1297.60768603547,829.14697405444
P2,71433050.1025,1283.88530802648,824.414058093141
P2,71433080.4356,1286.72189234193,819.063053920063
P2,71433110.5925,1296.88447138553,803.562519305549
P2,71433140.8045,1289.9129356083,805.12322823311
P2,71433170.8752,1282.72188166134,804.521149873936
P2,71433201.7595,1281.0454781019,791.460742480192
P2,71433231.134,1283.45681371754,789.865809386106
P2,71433261.4278,1298.72627307907,857.845149461962
P2,71433292.5029,1303.47028802699,864.132383241318
P2,71433322.2816,1293.44226568285,864.974946757473
P2,71433352.5759,1306.85905000669,862.920324035588
P2,71433382.6037,1297.59928287492,861.174373813894
P2,71433412.7126,1300.57238641544,863.582339662473
P2,71433443.2108,1301.38000981886,866.649978088564
P2,71433473.2095,1309.46921174722,870.823462727712
P2,71433503.9284,1349.42998629339,880.834051204852
P2,71433533.7412,1393.91753416558,899.029187113431
P2,71433563.6804,1411.44298881575,883.662637242516
P2,71433594.275,1421.02113533469,862.226195906507
P2,71433624.3747,1422.00797482821,860.314447120666
P2,71433654.3828,1416.21792257059,854.209496594399
P2,71433684.9195,1424.74629496534,849.691841458668
P2,71433714.653,1430.3217815267,833.57746845923
P2,71433744.9074,1427.49320974987,812.184201458093
P2,71433775.5154,1418.68893233985,799.915689205597
P2,71433805.5685,1412.02531103066,793.131498008608
P2,71433835.6812,1410.10223828114,789.911961548804
P2,71433866.0295,1412.571300631,785.195786202313
P2,71433896.4184,1413.51717681731,776.746993434963
P2,71433926.8304,1409.871265556,766.653148597181
P2,71433956.7302,1422.236108052,768.608833770538
P2,71433987.2422,1464.86376020275,777.655365787516
P2,71434017.4344,1488.42903136365,772.961731607504
P2,71434047.4118,1485.449726286,762.491515659918
P2,71434077.7204,1479.80874507363,765.660331508221
P2,71434107.9233,1472.88361651808,758.907270406701
P2,71434138.0794,1471.76029808924,759.518552370607
P2,71434168.0233,1473.58951739894,751.313369065371
P2,71434198.438,1478.98779665714,752.67420160001
P2,71434228.5462,1492.99069936541,758.209115793561
P2,71434258.8457,1502.64830492197,745.918118474526
P2,71434288.8878,1506.06257074291,741.233891207983
P2,71434318.8429,1519.97598283833,737.652261436415
P2,71434349.6661,1555.00394932289,734.308841277168
P2,71434379.6622,1558.94098148271,733.928215958966
P2,71434410.0686,1559.18767848043,735.952159162131
P2,71434440.12,1556.62627173834,735.321622873454
P2,71434470.4739,1551.97874329207,740.832670583843
P2,71434500.9889,1541.52761551017,748.041798089732
P2,71434530.4346,1537.14858587765,747.148790031743
P2,71434561.0118,1537.44748024367,741.380029565546
P2,71434591.2363,1537.23775762676,726.831700381386
P2,71434621.4813,1540.92252427271,711.737474675704
P2,71434651.3163,1540.30196220319,704.922668864758
P2,71434681.9069,1531.06085897095,675.608975358271
P2,71434712.0494,1527.84668290078,668.599301588998
P2,71434742.2389,1527.26253881414,678.361680427484
P2,71434772.5718,1531.86325922822,694.601743687108
P2,71434803.1063,1535.41861029384,697.796218929301
P2,71434832.9311,1546.42927538064,694.72214608167
P2,71434863.2122,1543.73395056157,688.63883049993
P2,71434892.6903,1542.89062200777,684.483095896756
P2,71434923.0629,1542.40959652336,679.189050435023
P2,71434953.1918,1546.51822083997,659.657004226219
P2,71434984.0384,1545.53156672778,659.03353531288
P2,71435014.671,1540.89949514598,657.855264237549
P2,71435044.4033,1534.96672242043,651.694746917766
P2,71435074.7535,1538.25575883282,632.07480621712
P2,71435105.227,1543.73643221827,610.953311585767
P2,71435135.3584,1543.47571390341,616.559058720499
P2,71435165.1919,1517.95294227847,612.077897137921
P2,71435193.2576,1358.9164596782,603.864571971253
P2,71435222.657,663.042286687126,609.281937411394
P2,71435254.9092,592.044708065162,611.043705129995
P2,71435285.8001,581.132067373564,573.212204082762
P2,71435316.3142,586.6881222829,589.53961993809
P2,71435345.6726,560.874426489426,579.818852557705
P2,71435374.828,432.980545575267,611.871317079819
P2,71435406.612,420.973075555441,613.23597478606
P2,71435436.3112,404.936303714129,619.848004139682
P2,71435466.2837,399.768691622177,627.77895344211
P2,71435496.7929,388.884160271921,645.372933279261
